2003-05-01  01     -83.4
2003-05-10  01     -55.3
2003-05-22  00     -63.2
2003-05-29  18     -55.9
2003-05-30  16     -50.1
2003-05-31  06     -51.2
2003-06-02  08     -57.2
2003-06-16  20     -51.7
2003-06-17  00     -54.7
2003-06-18  15     -52.1
2003-07-11  23     -64.0
2003-07-12  18     -51.0
2003-07-16  06     -50.2
2003-07-17  00     -53.2
2003-07-19  23     -56.6
2003-07-26  20     -50.2
2003-07-27  03     -52.4
2003-07-29  23     -58.7
2003-08-06  01     -50.1
2003-08-17  23     -69.0
2003-08-18  10     -52.9
2003-08-19  08     -50.2
2003-08-21  18     -51.4
2003-08-22  00     -60.0
2003-09-16  05     -51.0
2003-09-17  19     -50.8
2003-09-18  20     -50.6
2003-10-14  19     -51.7
2003-10-15  06     -50.8
2003-10-16  02     -64.4
2003-10-19  20     -52.2
2003-10-20  00     -55.3
2003-10-21  00     -51.9
2003-10-22  01     -51.1
2003-10-25  20     -51.7
2003-10-27  04     -51.7
2003-10-29  17     -52.0
2003-10-30  16    -107.5
2003-10-31  13     -59.4
2003-11-01  00     -62.3
2003-11-10  23     -50.5
2003-11-11  20     -53.7
2003-11-12  16     -50.3
2003-11-13  18     -60.4
2003-11-14  19     -55.1
2003-11-16  18     -53.5
2003-11-20  13     -60.9
2003-11-21  18     -53.6
2003-11-22  02     -56.3
2003-11-23  03     -50.5
2003-12-06  03     -55.4
2004-01-22  15     -51.6
2004-01-23  16     -58.4
2004-01-25  08     -52.6
2004-03-09  22     -77.4
2004-03-10  06     -50.9
2004-03-11  21     -54.6
2004-03-27  22     -68.9
2004-04-03  18     -69.8
2004-04-04  04     -53.6
2004-04-05  18     -66.1
2004-04-06  18     -53.8
2004-04-30  22     -50.2
2004-07-17  00     -52.3
2004-07-22  21     -50.2
2004-07-23  18     -54.4
2004-07-24  18     -56.7
2004-07-25  05     -73.5
2004-07-26  13     -54.8
2004-07-27  06     -55.5
2004-07-28  05     -60.7
2004-07-29  14     -51.9
2004-08-09  21     -52.5
2004-08-30  15     -54.1
2004-08-31  07     -50.0
2004-09-14  21     -58.6
2004-09-15  00     -55.4
2004-10-04  00     -54.6
2004-10-13  19     -53.5
2004-11-07  21     -81.9
2004-11-08  22    -132.2
2004-11-09  11     -62.6
2004-11-10  23    -113.1
2004-11-11  20     -54.7
2004-11-12  07     -63.0
2004-11-13  07     -51.4
2004-11-14  18     -50.5
2004-11-15  18     -50.0
2004-12-13  04     -50.3
2005-01-01  19     -56.8
2005-01-02  21     -72.1
2005-01-07  22     -79.2
2005-01-08  04     -55.4
2005-01-12  03     -65.4
2005-01-17  01     -59.2
2005-01-18  11     -55.0
2005-01-19  16     -58.8
2005-01-21  23     -67.9
2005-01-22  03     -50.8
2005-02-07  22     -51.7
2005-02-18  05     -53.0
2005-03-06  01     -53.5
2005-03-08  02     -50.8
2005-03-09  20     -52.7
2005-03-10  02     -51.4
2005-04-04  22     -51.7
2005-04-05  07     -54.1
2005-04-12  00     -53.3
2005-04-30  02     -53.5
2005-05-08  09     -52.8
2005-05-09  01     -53.5
2005-05-10  00     -50.2
2005-05-15  17     -82.1
2005-05-16  19     -52.5
2005-05-17  11     -50.0
2005-05-18  03     -51.5
2005-05-20  10     -53.7
2005-05-21  04     -52.1
2005-05-30  16     -54.9
2005-05-31  00     -52.7
2005-06-12  19     -52.5
2005-06-13  15     -50.6
2005-06-23  11     -51.7
2005-06-24  01     -50.4
2005-07-09  20     -51.3
2005-07-10  00     -51.7
2005-07-11  17     -50.7
2005-07-12  01     -56.2
2005-07-13  19     -50.9
2005-07-18  01     -66.9
2005-08-24  13     -74.4
2005-08-25  18     -53.7
2005-08-31  15     -63.9
2005-09-01  02     -52.0
2005-09-02  19     -54.0
2005-09-03  03     -50.0
2005-09-04  05     -53.2
2005-09-10  16     -53.2
2005-09-11  16     -50.3
2005-09-12  01     -57.0
2005-09-13  04     -52.8
2005-09-15  15     -56.6
2005-10-31  23     -51.1
2005-12-11  17     -52.7
